,unmasked_text,masked_text,phone_number,target
73,"Hello Mrs. Stehr, we understand that addiction recovery is a challenging process. We're here at +77-605-588 0279 to assist you in any way we can. Please keep 31984487 ready for formalities. Our center is located at 4072 Daniel Lodge, New Brandy.","Hello [PREFIX_1] [LASTNAME_1], we understand that addiction recovery is a challenging process. We're here at [PHONENUMBER_1] to assist you in any way we can. Please keep [ACCOUNTNUMBER_1] ready for formalities. Our center is located at [BUILDINGNUMBER_1] [STREET_1], [CITY_1].",+77-605-588 0279,TEL
74,"Exciting eSports championship coming to Lonie Burg, 7859. Enter team details, contact info +784 548-482.4665, 765-69-6991 and pay via Bitcoin 3iLMd9PPp4AwxM5P5peyWNPTeEbwzq.","Exciting eSports championship coming to [STREET_1], [BUILDINGNUMBER_1]. Enter team details, contact info [PHONENUMBER_1], [SSN_1] and pay via Bitcoin [BITCOINADDRESS_1].",+784 548-482.4665,O
75,"Good day Dr. Gutmann, It has come to our attention that your email ID: Lorenz.Corkery73@hotmail.com and phone number: +90.45.621 5589 have been used to schedule an appointment. Please verify this information by responding to this message.","Good day [PREFIX_1] [LASTNAME_1], It has come to our attention that your email ID: [EMAIL_1] and phone number: [PHONENUMBER_1] have been used to schedule an appointment. Please verify this information by responding to this message.",+90.45.621 5589,O
76,Show text using Opera/11.52 (Windows NT 6.2; U; IT Presto/2.9.162 Version/11.00) at our 99647-0789 drive and get priority vaccinations. Don't forget to wear a mask. Contact 03903-79869.,Show text using [USERAGENT_1] at our [ZIPCODE_1] drive and get priority vaccinations. Don't forget to wear a mask. Contact [PHONENUMBER_1].,03903-79869,O
77,"Please be advised that Strosin - Kutch will be hosting a Social Emotional Learning Seminar. If you wish to attend, registration can be done online via https://doting-caption.net/. For inquiries, please contact us at (333).7598270 or Arno_Krajcik32@hotmail.com.","Please be advised that [COMPANYNAME_1] will be hosting a Social Emotional Learning Seminar. If you wish to attend, registration can be done online via [URL_1]. For inquiries, please contact us at [PHONENUMBER_1] or [EMAIL_1].",(333).7598270,O
78,"Please note, our year-end parent-teacher meeting is happening at Suite 536 next week. We look forward to your presence. For queries, please call +32-785-078-1697.","Please note, our year-end parent-teacher meeting is happening at [SECONDARYADDRESS_1] next week. We look forward to your presence. For queries, please call [PHONENUMBER_1].",+32-785-078-1697,TEL
79,Do you have contacts in Clark County? We are starting a vaccination program and looking for local support. Contact us by 0311-68243049.,Do you have contacts in [COUNTY_1]? We are starting a vaccination program and looking for local support. Contact us by [PHONENUMBER_1].,0311-68243049,O
80,"Dear Female Kreiger, your fitness test report has been updated on https://alienated-dish.info. Login using Geovanny_Stoltenberg54 and ET1huuo0iUpA. You can also reach us at +38.359.749 8434 for more details.","Dear [SEX_1] [LASTNAME_1], your fitness test report has been updated on [URL_1]. Login using [USERNAME_1] and [PASSWORD_1]. You can also reach us at [PHONENUMBER_1] for more details.",+38.359.749 8434,TEL
81,"New patient in ICU unit Suite 682. Cisgender man, 58 - severe head injury. Family contact: 07012-096445.","New patient in ICU unit [SECONDARYADDRESS_1]. [GENDER_1], [AGE_1] - severe head injury. Family contact: [PHONENUMBER_1].",07012-096445,O
82,"We are organizing an art exhibition in Port Kailyn, Lower Saxony, contact our coordiantor at +70-09 457-6641 for more information.","We are organizing an art exhibition in [CITY_1], [STATE_1], contact our coordiantor at [PHONENUMBER_1] for more information.",+70-09 457-6641,O
83,"The team at Valais Maritime Law are scheduled to meet the Northwest port authorities on April 8, 1954. 06-46-13-85-60 is the contact.",The team at [STATE_1] Maritime Law are scheduled to meet the [ORDINALDIRECTION_1] port authorities on [DATE_1]. [PHONENUMBER_1] is the contact.,06-46-13-85-60,O
84,Urgent! Dakota's franchise reported multiple unsuccessful logins. Check account 93026056 immediately. Use 055-048.9311 for assistance.,Urgent! [MIDDLENAME_1]'s franchise reported multiple unsuccessful logins. Check account [ACCOUNTNUMBER_1] immediately. Use [PHONENUMBER_1] for assistance.,055-048.9311,O
85,"Book Club welcomes you! Please share the invitation with Leopoldo, Odessa and others. For details, contact +80.358-150-2653.","Book Club welcomes you! Please share the invitation with [FIRSTNAME_1], [FIRSTNAME_2] and others. For details, contact [PHONENUMBER_1].",+80.358-150-2653,TEL
86,"We have arranged a meeting with the palliative care specialist for your Male parent. The meeting is scheduled at 55590. For any other information, you can call us at (954) 6303829.","We have arranged a meeting with the palliative care specialist for your [SEX_1] parent. The meeting is scheduled at [BUILDINGNUMBER_1]. For any other information, you can call us at [PHONENUMBER_1].",(954) 6303829,O
87,"Pleased to confirm field trip. The Fees of ₨699k should be sent to 16304610 or 39EKcw9W2J3j3FTgxVGhxnS6d8RQCL6MuQu. Pickup is from Water Street at 4 PM. International Directives Developer will be coordinator, reach at 8184-514-2130.","Pleased to confirm field trip. The Fees of [CURRENCYSYMBOL_1][AMOUNT_1] should be sent to [ACCOUNTNUMBER_1] or [BITCOINADDRESS_1]. Pickup is from [STREET_1] at [TIME_1]. [JOBTITLE_1] will be coordinator, reach at [PHONENUMBER_1].",8184-514-2130,TEL
88,Today's appointments included Rickey for dental cleaning. There's outstanding invoice amount of kr0.1m on account number 40101223. Please send remainder text to 0426 42156211.,Today's appointments included [FIRSTNAME_1] for dental cleaning. There's outstanding invoice amount of [CURRENCYSYMBOL_1][AMOUNT_1] on account number [ACCOUNTNUMBER_1]. Please send remainder text to [PHONENUMBER_1].,0426 42156211,O
89,"Good Evening Mr.,
Effective from 23/07/1902, all transactions from Bitcoin address 3AUqFNTXbZ1uXHB3R7S1BG9THwUH will be monitored for vendor management. This protocol applies to Account 02189201 as well. For queries, call 012 4040355.","Good Evening [PREFIX_1],
Effective from [DATE_1], all transactions from Bitcoin address [BITCOINADDRESS_1] will be monitored for vendor management. This protocol applies to Account [ACCOUNTNUMBER_1] as well. For queries, call [PHONENUMBER_1].",012 4040355,TEL
90,"North Yorkshire has a bulk order of medication to be delivered tomorrow at 20 o'clock. Our trusted courier (Zboncak, McLaughlin and Gusikowski) will be handling the delivery, and you can contact them at 07408-97471 if there's any issue.","[COUNTY_1] has a bulk order of medication to be delivered tomorrow at [TIME_1]. Our trusted courier ([COMPANYNAME_1]) will be handling the delivery, and you can contact them at [PHONENUMBER_1] if there's any issue.",07408-97471,O
91,"""Dear Customer Accounts Assistant, the school library in Florida is currently looking for volunteers for next week's book fair. Contact us via +03 742.274 0508 to participate.""","""Dear [JOBTITLE_1], the school library in [STATE_1] is currently looking for volunteers for next week's book fair. Contact us via [PHONENUMBER_1] to participate.""",+03 742.274 0508,TEL
92,"Mr. Bowie Ryan, we've received an insurance issue regarding Home Loan Account number 70192204. We're aware of the payment TT$969708.89 and are on it. Please contact us at +949.30-887 0627 for updates.","[PREFIX_1] [MIDDLENAME_1] [LASTNAME_1], we've received an insurance issue regarding [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]. We're aware of the payment [CURRENCYSYMBOL_1][AMOUNT_1] and are on it. Please contact us at [PHONENUMBER_1] for updates.",+949.30-887 0627,O
93,We're excited to host Carlos Emmerich from the Ontario Department of Education as he provides insight into his leadership journey. Call 0850-64422405 for all queries.,We're excited to host [FIRSTNAME_1] [LASTNAME_1] from the [STATE_1] Department of Education as he provides insight into his leadership journey. Call [PHONENUMBER_1] for all queries.,0850-64422405,O
94,Got the newest nutritional guidelines for individuals with blue. Let's catch up at +391-74 834 6626 to discuss details.,Got the newest nutritional guidelines for individuals with [EYECOLOR_1]. Let's catch up at [PHONENUMBER_1] to discuss details.,+391-74 834 6626,O
95,Join visionaries Titus Nico at our next healthcare policy event. Find us at W Main Street 96770 or call +97-259 289.7050.,Join visionaries [FIRSTNAME_1] [MIDDLENAME_1] at our next healthcare policy event. Find us at [STREET_1] [BUILDINGNUMBER_1] or call [PHONENUMBER_1].,+97-259 289.7050,TEL
96,"District Northamptonshire franchises, please update billing details. Your 8701439305866875 records are out of date. Reach us at +52 267 152-0310.","District [COUNTY_1] franchises, please update billing details. Your [CREDITCARDNUMBER_1] records are out of date. Reach us at [PHONENUMBER_1].",+52 267 152-0310,TEL
97,"In partnership with Reilly Group, we're organizing a mental health event. You are invited on 05/09/1951 to Cicero, Hauts-de-France - 38847-3060. Share with your friends. For more info, call +01-08-962-6314.","In partnership with [COMPANYNAME_1], we're organizing a mental health event. You are invited on [DATE_1] to [CITY_1], [STATE_1] - [ZIPCODE_1]. Share with your friends. For more info, call [PHONENUMBER_1].",+01-08-962-6314,O
98,"Just conducted another successful nutrition audit for a client in the Northeast region. Will share the report via email: Sydnee_Bernier@yahoo.com on April 4, 2018. Feel free to give me a call at 064 782 2147 for any queries.",Just conducted another successful nutrition audit for a client in the [ORDINALDIRECTION_1] region. Will share the report via email: [EMAIL_1] on [DATE_1]. Feel free to give me a call at [PHONENUMBER_1] for any queries.,064 782 2147,TEL
99,"Dear Dr. Weissnat, Your mother, aged 50 years, arrived in the ER via ambulance and she's receiving medical care. Please contact us at +573 549.986 4479 for updates.","Dear [PREFIX_1] [LASTNAME_1], Your mother, aged [AGE_1], arrived in the ER via ambulance and she's receiving medical care. Please contact us at [PHONENUMBER_1] for updates.",+573 549.986 4479,O
100,"Discussed the endocrine findings with FTM in our 33 group. Can share insights, reach me at 065.6056.1678.","Discussed the endocrine findings with [GENDER_1] in our [AGE_1] group. Can share insights, reach me at [PHONENUMBER_1].",065.6056.1678,O
101,"Our anonymous contributors have made their donations in Pataca. The funds came to our accounts 1AhUavuqv8SvbA4bFMoaUGqxkYTJFaX and 0x3c6db4da2d4843eafd009ca3137c29c478bade8d. For queries, please contact our helpdesk at +431-260 469-9217.","Our anonymous contributors have made their donations in [CURRENCY_1]. The funds came to our accounts [BITCOINADDRESS_1] and [ETHEREUMADDRESS_1]. For queries, please contact our helpdesk at [PHONENUMBER_1].",+431-260 469-9217,O
102,"Best dieting strategy for individuals with Eye color: Hazel. New research just out. I can discuss more, contact me on (926) 4575712.","Best dieting strategy for individuals with [EYECOLOR_1]. New research just out. I can discuss more, contact me on [PHONENUMBER_1].",(926) 4575712,O
103,"Hi, your registration for the stress management seminar for Producers on 17/06/1941 is successful. Remember: pin 4132. For help, dial 0435.62790486.","Hi, your registration for the stress management seminar for [JOBTYPE_1]s on [DATE_1] is successful. Remember: pin [PIN_1]. For help, dial [PHONENUMBER_1].",0435.62790486,O
104,"Dear Miss Cecile Walsh, your cognitive therapy appointment on 23th November at 14, 6836 Michaela Drive, Modesto Liguria 98297 is due for confirmation. Kindly call 02-1247-1284 or email us at Rosanna_Hahn52@yahoo.com. The session fee is L12352.22.","Dear [PREFIX_1] [FIRSTNAME_1] [LASTNAME_1], your cognitive therapy appointment on [DATE_1] at [TIME_1], [BUILDINGNUMBER_1] [STREET_1], [CITY_1] [STATE_1] [ZIPCODE_1] is due for confirmation. Kindly call [PHONENUMBER_1] or email us at [EMAIL_1]. The session fee is [CURRENCYSYMBOL_1][AMOUNT_1].",02-1247-1284,O
105,"Miss, the office called your +714.127.206.5416 for confirming the appointment. Please let me know if the time slot needs to be changed.","[PREFIX_1], the office called your [PHONENUMBER_1] for confirming the appointment. Please let me know if the time slot needs to be changed.",+714.127.206.5416,O
