unmasked_text,masked_text,account_number,account_number_regex
"Greetings, the funding we received in Zloty arrived in 88261308.","Greetings, the funding we received in [CURRENCY_1] arrived in [ACCOUNTNUMBER_1].",88261308,False
"Dear Abdul, we have received your payment for your physical therapy sessions. Your account number 71819527, has been debited for the amount in Turkish Lira. Thanks for using our service. These details were confirmed via your IP 9d7b:fcee:db08:bacb:3b25:baad:f4b7:0e71.","Dear [FIRSTNAME_1], we have received your payment for your physical therapy sessions. Your account number [ACCOUNTNUMBER_1], has been debited for the amount in [CURRENCYNAME_1]. Thanks for using our service. These details were confirmed via your IP [IP_1].",71819527,True
"Hello Mrs. Stehr, we understand that addiction recovery is a challenging process. We're here at +77-605-588 0279 to assist you in any way we can. Please keep 31984487 ready for formalities. Our center is located at 4072 Daniel Lodge, New Brandy.","Hello [PREFIX_1] [LASTNAME_1], we understand that addiction recovery is a challenging process. We're here at [PHONENUMBER_1] to assist you in any way we can. Please keep [ACCOUNTNUMBER_1] ready for formalities. Our center is located at [BUILDINGNUMBER_1] [STREET_1], [CITY_1].",31984487,False
Details of Alimony agreement: monthly amount - $330140.02 to be transferred to account IBAN MU30YRQL6469339040071050003AYE from account 33132039 under Money Market Account. Agreement valid till 1957-04-11T18:33:12.138Z.,Details of Alimony agreement: monthly amount - [CURRENCYSYMBOL_1][AMOUNT_1] to be transferred to account IBAN [IBAN_1] from account [ACCOUNTNUMBER_1] under [ACCOUNTNAME_1]. Agreement valid till [DATE_1].,33132039,True
"As a new member of the team, Nestor, we have set up a monthly contribution of 0.4m Bahamian Dollar for your social benefits, sourced through your company account 17175220.","As a new member of the team, [FIRSTNAME_1], we have set up a monthly contribution of [AMOUNT_1] [CURRENCY_1] for your social benefits, sourced through your company account [ACCOUNTNUMBER_1].",17175220,True
"Regarding dental support services for Trans female employees, could you please refer to the document shared via https://lawful-fantasy.net? We appreciate your prompt feedback and suggestions. For payment matters, refer to 61515561 and BHCKSGYFT9D.","Regarding dental support services for [GENDER_1] employees, could you please refer to the document shared via [URL_1]? We appreciate your prompt feedback and suggestions. For payment matters, refer to [ACCOUNTNUMBER_1] and [BIC_1].",61515561,False
"Hi, it appears there’s been unusual access from IP 0874:bd4b:4a21:58bf:deea:ff7d:38f5:cec5 to your account 95247111. To ensure your account safety, please reset your password _R2UTx4SyxAZ immediately and contact our support.","Hi, it appears there’s been unusual access from IP [IP_1] to your account [ACCOUNTNUMBER_1]. To ensure your account safety, please reset your password [PASSWORD_1] immediately and contact our support.",95247111,True
"Order ID : 6260281424666355. Your purchase of telemedicine consultation has been successful, the amount has been deducted from the account 96248045. The transaction notification mail has been sent to Bella64@gmail.com.","Order ID : [MASKEDNUMBER_1]. Your purchase of telemedicine consultation has been successful, the amount has been deducted from the account [ACCOUNTNUMBER_1]. The transaction notification mail has been sent to [EMAIL_1].",96248045,True
"For 38389339 belonging to Mrs. Beatty Kendall, please verify the E Cedar Street address.","For [ACCOUNTNUMBER_1] belonging to [PREFIX_1] [LASTNAME_1] [MIDDLENAME_1], please verify the [STREET_1] address.",38389339,False
We received information from our client at IP address 235.116.156.101 about a potential breach in their loan account Credit Card Account. The account number is 77532887. Kindly look into it and share the needful.,We received information from our client at IP address [IPV4_1] about a potential breach in their loan account [ACCOUNTNAME_1]. The account number is [ACCOUNTNUMBER_1]. Kindly look into it and share the needful.,77532887,True
"Dear Lura, thankfully we've received your payment for ₩249317 for the recent orthopedic surgery. The transaction reference is 95326640. Please, let us know if you need further updates.","Dear [FIRSTNAME_1], thankfully we've received your payment for [CURRENCYSYMBOL_1][AMOUNT_1] for the recent orthopedic surgery. The transaction reference is [ACCOUNTNUMBER_1]. Please, let us know if you need further updates.",95326640,False
"To Dr. Rowan, we've received a payment of 16.2869k Gourde for your recent research on psychopharmacology. The transaction with the account number 40925309 was successful.","To Dr. [MIDDLENAME_1], we've received a payment of [AMOUNT_1] [CURRENCY_1] for your recent research on psychopharmacology. The transaction with the account number [ACCOUNTNUMBER_1] was successful.",40925309,True
Urgent! Dakota's franchise reported multiple unsuccessful logins. Check account 93026056 immediately. Use 055-048.9311 for assistance.,Urgent! [MIDDLENAME_1]'s franchise reported multiple unsuccessful logins. Check account [ACCOUNTNUMBER_1] immediately. Use [PHONENUMBER_1] for assistance.,93026056,True
"Reva, we got to inform you that we detected irregular transactions on your account 46891670 involving $541.226k. Contact our support.","[FIRSTNAME_1], we got to inform you that we detected irregular transactions on your account [ACCOUNTNUMBER_1] involving [CURRENCYSYMBOL_1][AMOUNT_1]. Contact our support.",46891670,True
"Just received info on a severe claim event. Male, aged 15 years from 63685-5007, Jalon View, 443 filed claim under account 68154285. Claims amount: $785.806k","Just received info on a severe claim event. [SEX_1], aged [AGE_1] from [ZIPCODE_1], [STREET_1], [BUILDINGNUMBER_1] filed claim under account [ACCOUNTNUMBER_1]. Claims amount: [CURRENCYSYMBOL_1][AMOUNT_1]",68154285,True
"Pleased to confirm field trip. The Fees of ₨699k should be sent to 16304610 or 39EKcw9W2J3j3FTgxVGhxnS6d8RQCL6MuQu. Pickup is from Water Street at 4 PM. International Directives Developer will be coordinator, reach at 8184-514-2130.","Pleased to confirm field trip. The Fees of [CURRENCYSYMBOL_1][AMOUNT_1] should be sent to [ACCOUNTNUMBER_1] or [BITCOINADDRESS_1]. Pickup is from [STREET_1] at [TIME_1]. [JOBTITLE_1] will be coordinator, reach at [PHONENUMBER_1].",16304610,False
"We're looking to secure new educational technologies from Torp, Simonis and Ratke. For account details, use 77184059 with pin 1353 for transactions set to Yemeni Rial. High-value transactions may need additional verification through 85-343447-441522-0. Contact Irving.Bogisich68 for any issues.","We're looking to secure new educational technologies from [COMPANYNAME_1]. For account details, use [ACCOUNTNUMBER_1] with pin [PIN_1] for transactions set to [CURRENCYNAME_1]. High-value transactions may need additional verification through [PHONEIMEI_1]. Contact [USERNAME_1] for any issues.",77184059,True
"In regards to the inquiry about our early childhood development program, you may direct your communications to Home Loan Account, account number 37785158. Please send physical documentation to Brad Crest, Apt. 816, 65932-5633.","In regards to the inquiry about our early childhood development program, you may direct your communications to [ACCOUNTNAME_1], account number [ACCOUNTNUMBER_1]. Please send physical documentation to [STREET_1], [SECONDARYADDRESS_1], [ZIPCODE_1].",37785158,True
Cyber law violation has been detected. An unknown person with IP a9bd:3cbb:7e7b:0a55:9b7f:c423:3182:bcfd has logged into Investment Account with 97976441 from https://well-off-accelerator.name/.,Cyber law violation has been detected. An unknown person with IP [IPV6_1] has logged into [ACCOUNTNAME_1] with [ACCOUNTNUMBER_1] from [URL_1].,97976441,True
Today's appointments included Rickey for dental cleaning. There's outstanding invoice amount of kr0.1m on account number 40101223. Please send remainder text to 0426 42156211.,Today's appointments included [FIRSTNAME_1] for dental cleaning. There's outstanding invoice amount of [CURRENCYSYMBOL_1][AMOUNT_1] on account number [ACCOUNTNUMBER_1]. Please send remainder text to [PHONENUMBER_1].,40101223,True
"Good Evening Mr.,
Effective from 23/07/1902, all transactions from Bitcoin address 3AUqFNTXbZ1uXHB3R7S1BG9THwUH will be monitored for vendor management. This protocol applies to Account 02189201 as well. For queries, call 012 4040355.","Good Evening [PREFIX_1],
Effective from [DATE_1], all transactions from Bitcoin address [BITCOINADDRESS_1] will be monitored for vendor management. This protocol applies to Account [ACCOUNTNUMBER_1] as well. For queries, call [PHONENUMBER_1].",2189201,True
Product Security Engineer verified that the payback transaction of $827138.21 has been successful to your account 86292081.,[JOBTITLE_1] verified that the payback transaction of $[AMOUNT_1] has been successful to your account [ACCOUNTNUMBER_1].,86292081,True
"It's good progress to see our client, who connects with their account 64520162 with us, starting to explore their Intersex person identity.","It's good progress to see our client, who connects with their account [ACCOUNTNUMBER_1] with us, starting to explore their [GENDER_1] identity.",64520162,True
"Mr. Bowie Ryan, we've received an insurance issue regarding Home Loan Account number 70192204. We're aware of the payment TT$969708.89 and are on it. Please contact us at +949.30-887 0627 for updates.","[PREFIX_1] [MIDDLENAME_1] [LASTNAME_1], we've received an insurance issue regarding [ACCOUNTNAME_1] number [ACCOUNTNUMBER_1]. We're aware of the payment [CURRENCYSYMBOL_1][AMOUNT_1] and are on it. Please contact us at [PHONENUMBER_1] for updates.",70192204,True
"Laurel, we appreciate your stresses in these times. Please note that care leniencies have been applied to your appointment fees, reducing it to ₨370900.14. Pay using Investment Account, number 75557446.","[FIRSTNAME_1], we appreciate your stresses in these times. Please note that care leniencies have been applied to your appointment fees, reducing it to [CURRENCYSYMBOL_1][AMOUNT_1]. Pay using [ACCOUNTNAME_1], number [ACCOUNTNUMBER_1].",75557446,True
"To subscribe for campus parking, pay TT$5 to account GB94MQMP75035257170943. This is applicable for students who've applied before including those with account numbers 55229513, 23253288...","To subscribe for campus parking, pay [CURRENCYSYMBOL_1]5 to account [IBAN_1]. This is applicable for students who've applied before including those with account numbers [ACCOUNTNUMBER_1], [ACCOUNTNUMBER_2]...",55229513,True
We would like to ensure that the transactions under account 36306791 held by our user Kenyon_Davis are compliant with our company regulations. Please make sure to review all transactions made on 1995-11-22T01:59:09.337Z as part of this audit.,We would like to ensure that the transactions under account [ACCOUNTNUMBER_1] held by our user [USERNAME_1] are compliant with our company regulations. Please make sure to review all transactions made on [DATE_1] as part of this audit.,36306791,True
